TargetPitch_deg,FinalPitch_deg,MaxPitch_deg,MaxElevator_deg,SteadyStateError_deg,Overshoot_percent,SettlingTime_s
10,9.99579459796514,9.99579459796514,15,0.00420540203485587,0,5.61024218005567
